INVOICE_ID,BOOKED_REVENUE,PROFIT_CENTER,POSTING_DATE,OPPORTUNITY_ID
INV-a7708291,46763.29,PC_CBG_LATAM,2020-07-07,OPP-fe318a9e
INV-265f3dc0,40590.72,PC_CBG_LATAM,2020-07-19,OPP-1961da1f
INV-2a334484,62078.81,PC_CBG_LATAM,2020-07-09,OPP-1850147b
INV-c5546ad0,27002.69,PC_CBG_LATAM,2020-07-27,OPP-5995e5f4
INV-56dded76,34392.11,PC_CBG_LATAM,2020-07-24,OPP-c3831cda
INV-d10e2c59,21250.0,PC_CBG_LATAM,2020-08-01,OPP-6c4d1810
INV-9d8529cf,43830.35,PC_CBG_LATAM,2020-07-26,OPP-8b5b73df
INV-d899d7c4,21742.46,PC_CBG_NA,2024-08-01,OPP-f5cb2af8
INV-fba33f0f,21250.0,PC_CBG_NA,2024-08-08,OPP-0bc1b150
INV-4d7791f8,21250.0,PC_CBG_NA,2024-08-07,OPP-4af3e1d7
INV-e34f4ca7,29452.02,PC_CBG_NA,2024-07-30,OPP-78dbd04e
INV-d18c6382,21250.0,PC_CBG_NA,2024-08-14,OPP-4579609a
INV-99f3cb87,22126.87,PC_CBG_NA,2024-08-20,OPP-6c04399d
INV-cd4eec19,31360.38,PC_CBG_NA,2024-07-24,OPP-581d0820
INV-17518c7b,21250.0,PC_CBG_NA,2024-08-11,OPP-70881b5b
INV-93a9f483,21250.0,PC_CBG_NA,2024-07-23,OPP-4db70660
INV-9ceaec62,21250.0,PC_CBG_NA,2024-08-13,OPP-53859e02
INV-de3a69bc,21250.0,PC_CBG_NA,2024-07-25,OPP-988f00a8
INV-13c81932,21250.0,PC_CBG_NA,2024-08-01,OPP-2f515686
INV-233b62ec,21250.0,PC_CBG_NA,2024-08-23,OPP-58a5802e
INV-a2885241,21250.0,PC_CBG_NA,2024-08-28,OPP-996ad475
INV-e60d6d02,21250.0,PC_CBG_NA,2024-08-18,OPP-dfb44eef
INV-646b3225,21250.0,PC_CBG_NA,2024-09-04,OPP-761417f3
INV-5ccd73e9,38921.38,PC_CBG_NA,2024-08-12,OPP-1ff3a9f8
INV-84d6fd60,42826.03,PC_CBG_NA,2024-08-30,OPP-d353db1c
INV-a8477e9a,26567.3,PC_CBG_NA,2024-09-01,OPP-2c910cd0
INV-1af88993,21970.48,PC_CBG_NA,2024-09-09,OPP-6f4eb891
INV-0d7830e2,24950.17,PC_CBG_NA,2024-09-11,OPP-9084b6de
INV-fafaa77d,30978.04,PC_CBG_NA,2024-09-13,OPP-eefadcfa
INV-11860e8b,32283.74,PC_CBG_NA,2024-09-07,OPP-9359fb5d
INV-103c001b,34123.23,PC_CBG_NA,2024-09-02,OPP-e7f1ec14
INV-7212c89b,36181.64,PC_CBG_NA,2024-09-09,OPP-7acd003a
INV-3d5e65e2,28866.51,PC_CBG_NA,2024-09-18,OPP-9d755e6c
INV-721f9c2e,238825.65,PC_TEBG_LATAM,2021-04-14,OPP-a3a90472
INV-cf42a10a,250371.6,PC_TEBG_LATAM,2021-04-02,OPP-c028286b
INV-d251cb5c,191789.65,PC_TEBG_LATAM,2021-04-13,OPP-ca3761d2
INV-4520d5c5,229401.82,PC_TEBG_LATAM,2021-04-08,OPP-28eda191
INV-b7f56532,191023.26,PC_TEBG_LATAM,2021-04-08,OPP-d952e7bc
INV-e6962d24,168614.68,PC_TEBG_LATAM,2021-04-09,OPP-d5942bb2
INV-51278460,258587.82,PC_TEBG_LATAM,2021-04-14,OPP-05cd4d7c
INV-d0e60b92,261837.91,PC_TEBG_LATAM,2021-04-14,OPP-5ed2f65d
INV-42d128df,242643.23,PC_TEBG_LATAM,2021-04-09,OPP-352d855e
INV-a37318b7,229353.28,PC_TEBG_LATAM,2021-04-13,OPP-a830b0ba
INV-401da555,211320.01,PC_TEBG_LATAM,2021-04-19,OPP-051d1800
INV-dfad20e3,201759.93,PC_TEBG_LATAM,2021-04-14,OPP-3fa58bda
INV-66466588,202802.09,PC_TEBG_LATAM,2021-04-12,OPP-50ad9cd5
INV-53772b1e,235653.92,PC_TEBG_LATAM,2021-04-19,OPP-b0a95fc9
INV-1b4f9f37,230592.92,PC_TEBG_LATAM,2021-04-04,OPP-0aef77ed
INV-0b3a093e,204391.41,PC_TEBG_LATAM,2021-04-20,OPP-c979ff8f
INV-a5a4515d,234531.13,PC_TEBG_LATAM,2021-04-16,OPP-378f78da
INV-07364a0f,208511.14,PC_TEBG_LATAM,2021-04-21,OPP-fa00a281
INV-16e48d82,212327.68,PC_TEBG_LATAM,2021-04-22,OPP-3f0e3075
INV-2bb11fea,195022.23,PC_TEBG_LATAM,2021-04-20,OPP-95b45992
INV-4b832bf3,222375.08,PC_TEBG_LATAM,2021-04-12,OPP-19ec4e51
INV-b3489179,219854.49,PC_TEBG_LATAM,2021-04-21,OPP-a8f75fed
INV-98e3f82f,245374.12,PC_TEBG_LATAM,2021-04-11,OPP-74f9bd90
INV-f40e86e6,208236.31,PC_TEBG_LATAM,2021-04-13,OPP-c40586bc
INV-52561ba8,246211.47,PC_TEBG_LATAM,2021-04-08,OPP-150b8146
INV-81ee321e,193514.61,PC_TEBG_LATAM,2021-04-10,OPP-698681df
INV-69a0afc0,220457.25,PC_TEBG_LATAM,2021-04-17,OPP-763a4e61
INV-1a698771,211770.36,PC_TEBG_LATAM,2021-04-22,OPP-a28322e8
INV-4d1fd9aa,222234.79,PC_TEBG_LATAM,2021-04-16,OPP-1fdb482d
INV-24d76d13,222919.47,PC_TEBG_LATAM,2021-04-19,OPP-6c16a78b
INV-f52b32d5,284090.71,PC_TEBG_LATAM,2021-04-17,OPP-a23e189b
INV-2bcaf37d,204359.16,PC_TEBG_LATAM,2021-04-17,OPP-0b7ecd79
INV-9ada53e2,205421.32,PC_TEBG_LATAM,2021-04-15,OPP-a8c649ab
INV-7c94c942,214982.19,PC_TEBG_LATAM,2021-04-21,OPP-895d603d
INV-d0090eb9,226693.09,PC_TEBG_LATAM,2021-04-17,OPP-51e50918
INV-0e2c7c5a,229973.28,PC_TEBG_LATAM,2021-04-16,OPP-54227d6d
INV-f711ba77,240793.8,PC_TEBG_LATAM,2021-04-15,OPP-e3656653
INV-cdbdde25,252795.97,PC_TEBG_LATAM,2021-04-21,OPP-455f8af7
INV-65a50e41,212676.62,PC_TEBG_LATAM,2021-04-17,OPP-c28fcc52
INV-57c3a5cc,243620.73,PC_TEBG_LATAM,2021-04-19,OPP-bf567386
INV-012a3ca0,185605.76,PC_TEBG_LATAM,2021-04-21,OPP-022862c4
INV-e95cf653,215414.57,PC_TEBG_LATAM,2021-04-21,OPP-59432577
INV-71928737,209871.96,PC_TEBG_LATAM,2021-04-28,OPP-a7bbc32d
INV-a8a5795a,171215.59,PC_TEBG_LATAM,2021-04-20,OPP-08ebf178
INV-aa9973bc,274727.52,PC_TEBG_LATAM,2021-04-24,OPP-3d7d9e1e
INV-d0251a6b,311267.14,PC_TEBG_LATAM,2021-04-18,OPP-f46a9817
INV-8d1195ad,227039.8,PC_TEBG_LATAM,2021-04-27,OPP-965ea5d5
INV-d21a352a,211782.11,PC_TEBG_LATAM,2021-04-24,OPP-eeecde56
INV-11607bfa,190532.33,PC_TEBG_LATAM,2021-04-18,OPP-4c6d98a8
INV-9737c3ad,242391.24,PC_TEBG_LATAM,2021-05-05,OPP-b1a33f6d
INV-b621abab,218746.61,PC_TEBG_LATAM,2021-05-03,OPP-0d36d15b
INV-38bf5986,239449.87,PC_TEBG_LATAM,2021-04-20,OPP-72dac793
INV-17816099,196762.75,PC_TEBG_LATAM,2021-04-26,OPP-9834e02f
INV-6ec354d6,262025.88,PC_TEBG_LATAM,2021-04-23,OPP-b8b06743
INV-4d64eee5,227648.51,PC_TEBG_LATAM,2021-04-22,OPP-1885048a
INV-ad73c66e,212394.7,PC_TEBG_LATAM,2021-04-26,OPP-0327aec2
INV-c93833ea,171557.2,PC_TEBG_LATAM,2021-04-27,OPP-34460c61
INV-e1a94b11,247548.71,PC_TEBG_LATAM,2021-04-28,OPP-a7b3b6f9
INV-5770c831,309613.45,PC_TEBG_LATAM,2021-04-30,OPP-40fea948
INV-3550861a,224786.29,PC_TEBG_LATAM,2021-05-02,OPP-cad743d3
INV-9b6e022b,168796.31,PC_TEBG_LATAM,2021-04-29,OPP-cec84000
INV-8cacdec3,227499.58,PC_TEBG_LATAM,2021-04-25,OPP-3eb059ec
INV-029eb993,205721.15,PC_TEBG_LATAM,2021-05-04,OPP-4d315b7c
INV-5587a5ce,203752.43,PC_TEBG_LATAM,2021-05-01,OPP-24ebe8de
INV-7fbfc033,244904.52,PC_TEBG_LATAM,2021-04-30,OPP-36f4dd3b
INV-c3e4761b,227948.46,PC_TEBG_LATAM,2021-05-06,OPP-bafd2834
INV-3f5bdeaf,219735.75,PC_TEBG_LATAM,2021-04-27,OPP-cc3effe9
INV-2b942103,244692.36,PC_TEBG_LATAM,2021-05-04,OPP-216bb956
INV-e6cb4447,235168.74,PC_TEBG_LATAM,2021-05-04,OPP-b85f0883
INV-29626641,202492.72,PC_TEBG_LATAM,2021-04-27,OPP-b129a6a4
INV-3e8b36d2,228226.48,PC_TEBG_LATAM,2021-04-27,OPP-1b13a85f
INV-dcdf246e,198287.7,PC_TEBG_LATAM,2021-05-03,OPP-fe4d58c1
INV-321ec8ad,278173.41,PC_TEBG_LATAM,2021-05-01,OPP-8e562fbe
INV-84da3e2e,255252.71,PC_TEBG_LATAM,2021-04-28,OPP-86886817
INV-fdaffbf3,222077.18,PC_TEBG_LATAM,2021-05-06,OPP-7035dec5
INV-17e3c76e,232875.44,PC_TEBG_LATAM,2021-05-10,OPP-4aa4b837
INV-46b16cbe,242344.8,PC_TEBG_LATAM,2021-05-03,OPP-923f720a
INV-c1ad74e7,219046.49,PC_TEBG_LATAM,2021-05-04,OPP-339c0ee9
INV-0b50ba83,208073.53,PC_TEBG_LATAM,2021-04-28,OPP-453a2e55
INV-2ff7271a,218671.93,PC_TEBG_LATAM,2021-05-07,OPP-2b0d5b1c
INV-bbe58592,180990.52,PC_TEBG_LATAM,2021-05-13,OPP-afb29df9
INV-95cd9183,216124.2,PC_TEBG_LATAM,2021-05-03,OPP-c2e8a700
INV-313286b6,214043.74,PC_TEBG_LATAM,2021-05-02,OPP-607cbd33
INV-3e02aa7f,204163.64,PC_TEBG_LATAM,2021-05-11,OPP-74147301
INV-9ce36ec1,245636.47,PC_TEBG_LATAM,2021-05-08,OPP-cc5ec79b
INV-b5f3cb02,243723.45,PC_TEBG_LATAM,2021-05-05,OPP-bdcb3eb2
INV-827a7bf1,249811.83,PC_TEBG_LATAM,2021-05-12,OPP-bdfe7f18
INV-ddb2277b,295697.55,PC_TEBG_LATAM,2021-05-11,OPP-9e269012
INV-f112a09a,213940.4,PC_TEBG_LATAM,2021-05-15,OPP-4cda028a
INV-28e191fa,262498.69,PC_TEBG_LATAM,2021-05-17,OPP-6cddab56
INV-dcbfc121,171540.78,PC_TEBG_LATAM,2021-05-09,OPP-ebde34e7
INV-753355ab,203372.52,PC_SIBG_APAC,2022-12-08,OPP-98e41835
INV-ea624b1e,108727.63,PC_SIBG_APAC,2022-12-12,OPP-c45de840
INV-a52cf960,149865.39,PC_SIBG_APAC,2022-12-21,OPP-695db06d
INV-9bada213,155137.34,PC_SIBG_APAC,2022-12-09,OPP-04741ebc
INV-22c801d7,157492.38,PC_SIBG_APAC,2022-12-13,OPP-6b2e258e
INV-6e090199,161839.01,PC_SIBG_APAC,2022-12-24,OPP-0f92b3fb
INV-1f522cae,205756.92,PC_SIBG_APAC,2022-12-15,OPP-06062b52
INV-e1598061,148598.91,PC_SIBG_APAC,2022-12-23,OPP-2cfffc6b
INV-d9fd3187,220033.9,PC_SIBG_APAC,2022-12-20,OPP-397183ef
INV-bd80d21c,219953.75,PC_SIBG_APAC,2023-01-03,OPP-fcd1c3b7
INV-12ad33c3,216688.4,PC_SIBG_APAC,2023-01-01,OPP-067070e0
INV-234bc268,205470.23,PC_SIBG_APAC,2023-01-01,OPP-d8687bc0
INV-a8beb929,132843.14,PC_SIBG_APAC,2022-12-27,OPP-15445902
INV-b70baa62,232682.83,PC_SIBG_APAC,2023-01-05,OPP-27139873
INV-6af6cb6e,133700.21,PC_SIBG_APAC,2023-01-03,OPP-e11b2f5a
INV-a44d77e6,219610.24,PC_SIBG_APAC,2023-01-09,OPP-db33ce63
INV-7d230485,182338.01,PC_SIBG_APAC,2022-12-31,OPP-a9927ca9
INV-6b6e44e6,223891.64,PC_SIBG_APAC,2023-01-04,OPP-095806df
INV-79fe451b,172303.18,PC_SIBG_APAC,2023-01-08,OPP-90ccd1e5
INV-091bd5bf,177685.68,PC_SIBG_APAC,2023-01-19,OPP-ca66b8b7
INV-22cdf463,206795.85,PC_SIBG_APAC,2023-01-22,OPP-41bc3273
INV-992cb291,182667.09,PC_SIBG_APAC,2023-01-14,OPP-4876494b
INV-b84880f2,212585.66,PC_SIBG_APAC,2023-01-14,OPP-c62c13c3
INV-d3d58000,160734.18,PC_SIBG_APAC,2023-01-13,OPP-3fc38d4c
INV-c4e37d0a,175763.55,PC_SIBG_APAC,2023-01-21,OPP-b959170a
INV-857c47ea,194108.31,PC_SIBG_APAC,2023-01-25,OPP-04ae6d5a
INV-c534cfec,130467.66,PC_SIBG_APAC,2023-01-15,OPP-1752db08
INV-0c568759,261173.4,PC_SIBG_APAC,2023-02-01,OPP-d2e4455c
INV-eb2980b0,213430.59,PC_SIBG_APAC,2023-02-04,OPP-df4eba91
INV-e70d59a7,210370.79,PC_SIBG_APAC,2023-02-02,OPP-c00dec5e
INV-f7d28c53,223709.15,PC_SIBG_APAC,2023-02-15,OPP-6a3990da
INV-cbd1f17e,249201.16,PC_SIBG_APAC,2023-02-12,OPP-6350eff7
INV-743b09e9,159341.66,PC_SIBG_APAC,2023-02-10,OPP-48eee6b2
INV-914edc2f,179592.73,PC_SIBG_APAC,2023-02-14,OPP-1ed7cc8a
INV-3c7bca68,279951.11,PC_SIBG_APAC,2023-02-04,OPP-8ee068b6
INV-4dc1c2a4,168697.31,PC_SIBG_APAC,2023-02-03,OPP-c786140f
INV-21b42a70,208137.68,PC_SIBG_APAC,2023-02-12,OPP-e10db2b1
INV-31245cf8,208272.25,PC_SIBG_APAC,2023-02-11,OPP-8f45c269
INV-d3f7d16d,221521.27,PC_SIBG_APAC,2023-02-11,OPP-8c0a268b
INV-020bce07,294029.83,PC_SIBG_APAC,2023-02-08,OPP-5a15fc95
INV-35c55abc,212827.57,PC_SIBG_APAC,2023-02-21,OPP-41c3c01d
INV-07d0bbfe,257577.84,PC_SIBG_APAC,2023-02-14,OPP-f6c94743
INV-49df0329,173224.15,PC_SIBG_APAC,2023-02-15,OPP-74b565f8
INV-0315fa19,243563.38,PC_SIBG_APAC,2023-02-09,OPP-fb87ebc5
INV-4cc9dea0,292747.8,PC_SIBG_APAC,2023-03-05,OPP-252b473a
INV-d03bc928,243803.33,PC_SIBG_APAC,2023-02-24,OPP-5d2db4f9
INV-2b51fd1b,210595.85,PC_SIBG_APAC,2023-03-02,OPP-e48dc1a8
INV-e756f702,226579.63,PC_SIBG_APAC,2023-02-23,OPP-1ccd3552
INV-22205e03,210296.72,PC_SIBG_APAC,2023-03-01,OPP-80de1dbe
INV-274d85d0,235928.57,PC_HCBG_NA,2020-06-10,OPP-6086ce8d
INV-c5f136fa,205529.53,PC_HCBG_NA,2020-06-06,OPP-635ccc91
INV-77b8c308,212884.22,PC_HCBG_NA,2020-06-03,OPP-9d4d8b69
INV-0566d447,238084.59,PC_HCBG_NA,2020-06-13,OPP-045f1770
INV-88495d4b,207151.46,PC_HCBG_NA,2020-06-07,OPP-42739de8
INV-496d9ff7,323437.88,PC_HCBG_NA,2020-06-07,OPP-be94ee36
INV-7d2e8d42,212772.3,PC_HCBG_NA,2020-06-19,OPP-9012d2f8
INV-ce0b2e76,211098.36,PC_HCBG_NA,2020-06-03,OPP-daa51cfb
INV-d17837b5,227891.69,PC_HCBG_NA,2020-06-06,OPP-0963c291
INV-5e19807d,234081.57,PC_HCBG_NA,2020-06-21,OPP-d3b060d8
INV-cc3f3de7,248109.18,PC_HCBG_NA,2020-06-06,OPP-88143a11
INV-29aaef6f,253481.2,PC_HCBG_NA,2020-06-12,OPP-713a9af7
INV-7f05e800,232207.51,PC_HCBG_NA,2020-06-07,OPP-b4a74d43
INV-5d501ff8,248269.5,PC_HCBG_NA,2020-06-06,OPP-5513a16e
INV-7e0abe75,248445.47,PC_HCBG_NA,2020-06-10,OPP-25c298e5
INV-e588c456,187049.88,PC_HCBG_NA,2020-06-07,OPP-72ddaaea
INV-c3cccb6d,312137.53,PC_HCBG_NA,2020-06-13,OPP-6093418a
INV-4011d4cf,274847.9,PC_HCBG_NA,2020-06-16,OPP-f16da243
INV-3ce3e2e8,198278.51,PC_HCBG_NA,2020-06-14,OPP-cc1de42d
INV-81a5c9e6,257391.66,PC_HCBG_NA,2020-06-18,OPP-adeeb23b
INV-cb5164ab,252680.14,PC_HCBG_NA,2020-06-19,OPP-c7050c5b
INV-0d974317,217762.04,PC_HCBG_NA,2020-06-16,OPP-865b0427
INV-55f587a8,220576.02,PC_HCBG_NA,2020-06-09,OPP-0242fb7e
INV-1c0c11c7,205155.44,PC_HCBG_NA,2020-06-20,OPP-0eca3630
INV-c3c5dc6a,217670.64,PC_HCBG_NA,2020-06-10,OPP-41336ed1
INV-abe55017,222697.0,PC_HCBG_NA,2020-06-14,OPP-ba885454
INV-da44630c,236664.01,PC_HCBG_NA,2020-06-13,OPP-a4ba1e5c
INV-d5f6cf6f,256481.48,PC_HCBG_NA,2020-06-13,OPP-76fc61e3
INV-ac76ca6a,231704.93,PC_HCBG_NA,2020-06-16,OPP-7de7e713
INV-d807ba3c,266445.84,PC_HCBG_NA,2020-06-18,OPP-9de5d2eb
INV-b3575899,267459.49,PC_HCBG_NA,2020-06-17,OPP-3b9180f5
INV-f705f2fd,161510.41,PC_HCBG_NA,2020-06-19,OPP-ff33c8fc
INV-6a262480,202739.24,PC_HCBG_NA,2020-06-13,OPP-e3164f25
INV-072f7fa5,196564.09,PC_HCBG_NA,2020-06-11,OPP-7216006c
INV-243e002d,227419.52,PC_HCBG_NA,2020-06-16,OPP-4a8c6e28
INV-500786da,227860.04,PC_HCBG_NA,2020-06-20,OPP-4797fe1e
INV-3cdc3da3,253350.9,PC_HCBG_NA,2020-06-15,OPP-28efd75b
INV-687d147b,214540.3,PC_HCBG_NA,2020-06-12,OPP-edfc1ab2
INV-240a04a9,256213.01,PC_HCBG_NA,2020-06-18,OPP-9cdd1043
INV-4ae61df0,222048.65,PC_HCBG_NA,2020-06-23,OPP-e5121da2
INV-555561a4,247272.87,PC_HCBG_NA,2020-06-16,OPP-c5bc4663
INV-995f33d0,231812.04,PC_HCBG_NA,2020-06-16,OPP-65276d38
INV-fd93ede1,257833.44,PC_HCBG_NA,2020-06-19,OPP-5b1c1cd7
INV-c4aec2fc,290412.54,PC_HCBG_NA,2020-06-17,OPP-961d4530
INV-4c5a742c,246355.04,PC_HCBG_NA,2020-06-24,OPP-6f52449a
INV-ad01b4ae,265890.06,PC_HCBG_NA,2020-06-20,OPP-c0e7d2f1
INV-51d67589,242096.48,PC_HCBG_NA,2020-06-25,OPP-aa447966
INV-0a4923f5,281640.37,PC_HCBG_NA,2020-06-29,OPP-2a78ae7c
INV-cfce6701,189019.03,PC_HCBG_NA,2020-06-23,OPP-e9f35e11
INV-4bbfcdaf,211985.99,PC_HCBG_NA,2020-06-20,OPP-f505b662
INV-7629593a,247274.22,PC_HCBG_NA,2020-06-20,OPP-3ea34052
INV-1f48ab24,184935.88,PC_HCBG_NA,2020-06-21,OPP-ce2c1dad
INV-2c5149f8,184289.77,PC_HCBG_NA,2020-06-26,OPP-aed5d608
INV-98ab504d,200972.79,PC_HCBG_NA,2020-07-02,OPP-3157f09a
INV-8b6cb1f8,199943.85,PC_HCBG_NA,2020-06-19,OPP-bf228ef3
INV-f9b800f7,267443.62,PC_HCBG_NA,2020-06-30,OPP-44fbb5b9
INV-f013caeb,234660.69,PC_HCBG_NA,2020-06-22,OPP-5555c133
INV-1324b2bd,225797.2,PC_HCBG_NA,2020-06-26,OPP-0e72f8df
INV-5a02e12a,178528.47,PC_HCBG_NA,2020-06-26,OPP-03cfaa49
INV-b25a398f,207128.31,PC_HCBG_NA,2020-07-07,OPP-90fcc940
INV-4f605be5,248601.7,PC_HCBG_NA,2020-06-30,OPP-1908b1b2
INV-86332112,195292.18,PC_HCBG_NA,2020-06-28,OPP-5f541a0d
INV-90733016,189199.59,PC_HCBG_NA,2020-06-21,OPP-f367043b
INV-77143ad6,240015.15,PC_HCBG_NA,2020-06-23,OPP-eaf590ed
INV-f122ca7d,239284.88,PC_HCBG_NA,2020-06-22,OPP-0680ee6d
INV-baf96593,233306.27,PC_HCBG_NA,2020-06-30,OPP-dfe328d5
INV-6d039147,259310.14,PC_HCBG_NA,2020-06-25,OPP-10134e94
INV-93ac57ac,231019.7,PC_HCBG_NA,2020-06-29,OPP-1ae5b384
INV-036226d9,189277.22,PC_HCBG_NA,2020-06-29,OPP-7c30761e
INV-607b6d1a,229513.0,PC_HCBG_NA,2020-07-04,OPP-b142b54e
INV-83a688e2,252146.69,PC_HCBG_NA,2020-07-01,OPP-b54c54f9
INV-92ba8b3c,261848.69,PC_HCBG_NA,2020-07-02,OPP-ca8d3149
INV-9a3b99a5,211037.73,PC_HCBG_NA,2020-07-02,OPP-4d715e47
INV-4f693f96,177687.52,PC_HCBG_NA,2020-07-09,OPP-8ee58a98
INV-7ff189ee,237212.2,PC_HCBG_NA,2020-07-06,OPP-c8cda671
INV-731d6a16,209208.4,PC_HCBG_NA,2020-07-05,OPP-2015949c
INV-750f73bd,212310.01,PC_HCBG_NA,2020-07-04,OPP-a33ce56f
INV-81132504,237806.72,PC_HCBG_NA,2020-06-28,OPP-2b0238ae
INV-5665c613,263120.46,PC_HCBG_NA,2020-07-04,OPP-407feda6
INV-2f898eaf,256240.1,PC_HCBG_NA,2020-07-01,OPP-cafcbc0e
INV-9d3bf522,185295.1,PC_HCBG_NA,2020-07-02,OPP-92ca30b9
INV-7d4cb1dc,227628.57,PC_HCBG_NA,2020-07-14,OPP-6ae1a31f
INV-50cd2e94,204298.46,PC_HCBG_NA,2020-07-08,OPP-660438cc
INV-eea81d11,193430.62,PC_HCBG_NA,2020-07-05,OPP-0a121024
INV-eade4d82,194440.62,PC_HCBG_NA,2020-07-02,OPP-c2a04830
INV-45c05453,224523.85,PC_HCBG_NA,2020-07-10,OPP-89eb14e8
INV-67a4455d,178872.74,PC_HCBG_NA,2020-07-01,OPP-9785db5a
INV-d51f1028,217177.92,PC_HCBG_NA,2020-07-11,OPP-f7102c89
INV-bfa0c201,177489.76,PC_HCBG_NA,2020-07-08,OPP-098aa62c
INV-9fc245ef,199001.75,PC_HCBG_NA,2020-07-05,OPP-6b0115ca
INV-bc8f1011,204610.34,PC_HCBG_NA,2020-06-28,OPP-4808884b
INV-2edce992,169562.15,PC_HCBG_NA,2020-07-09,OPP-d37f6059
INV-81aa1a50,234321.81,PC_HCBG_NA,2020-07-05,OPP-fba86e1e
INV-84f31639,284585.68,PC_HCBG_NA,2020-07-02,OPP-333673e7
INV-cec98406,234415.73,PC_HCBG_NA,2020-07-08,OPP-bfb5ab4e
INV-69251d42,234123.14,PC_HCBG_NA,2020-07-04,OPP-636ba8a3
INV-0470636b,214850.13,PC_HCBG_NA,2020-07-12,OPP-dbd0afca
INV-ca2f98f6,262974.88,PC_HCBG_NA,2020-07-08,OPP-d19c2f8c
INV-988a6a49,304925.3,PC_HCBG_NA,2020-07-17,OPP-57161810
INV-78b5000a,253337.03,PC_HCBG_NA,2020-07-11,OPP-d5fd1cce
INV-bc4a2e41,232211.91,PC_HCBG_NA,2020-07-12,OPP-2ec8d7c7
INV-d11fcdde,191278.9,PC_HCBG_NA,2020-07-08,OPP-4ec24fb4
INV-1524fedc,243789.11,PC_HCBG_NA,2020-07-09,OPP-44c77106
INV-a0175f84,220803.33,PC_HCBG_NA,2020-07-13,OPP-63833b28
INV-1b6764a2,217419.75,PC_HCBG_NA,2020-07-03,OPP-4b1db296
INV-580ffe5e,192859.01,PC_HCBG_NA,2020-07-16,OPP-915ca65d
INV-d766318b,196896.79,PC_HCBG_NA,2020-07-18,OPP-6f12546d
INV-5ba25ef9,222729.87,PC_HCBG_NA,2020-07-13,OPP-56c26218
INV-ed02a41f,228626.05,PC_HCBG_NA,2020-07-11,OPP-7b51446a
INV-88c7710e,207984.2,PC_HCBG_NA,2020-07-16,OPP-889c0299
INV-5c610c3d,237373.11,PC_HCBG_NA,2020-07-18,OPP-d8afa26c
INV-8bd2c583,209293.63,PC_HCBG_NA,2020-07-20,OPP-8acfbadc
INV-71a10a29,213485.15,PC_HCBG_NA,2020-07-17,OPP-41a3e739
INV-230625ac,240473.99,PC_HCBG_NA,2020-07-15,OPP-3bdcf115
INV-e7705283,261330.18,PC_HCBG_NA,2020-07-13,OPP-5e2467ba
INV-22c18eab,203885.1,PC_HCBG_NA,2020-07-15,OPP-9be2c179
INV-c0414a54,210127.42,PC_HCBG_NA,2020-07-17,OPP-93ad6724
INV-b4c4219a,219958.52,PC_HCBG_NA,2020-07-09,OPP-b28fa46c
INV-b7be4915,191929.17,PC_HCBG_NA,2020-07-17,OPP-f9ee5687
INV-80cfc454,214322.84,PC_HCBG_NA,2020-07-16,OPP-095863f4
INV-276c8bc2,243099.84,PC_HCBG_NA,2020-07-07,OPP-97967ef5
INV-3fd1eb8c,185262.63,PC_HCBG_NA,2020-07-17,OPP-05b2622f
INV-6941c808,212917.36,PC_HCBG_NA,2020-07-17,OPP-eeda2259
INV-b8e69ea0,220068.82,PC_HCBG_NA,2020-07-12,OPP-db8d1836
INV-08b7e43f,196153.42,PC_HCBG_NA,2020-07-15,OPP-04220efc
INV-3d57f5f8,237819.14,PC_HCBG_NA,2020-07-10,OPP-54597b42
INV-2398fc00,205195.12,PC_HCBG_NA,2020-07-15,OPP-6a2a6ffe
INV-5306406b,201671.22,PC_HCBG_NA,2020-07-14,OPP-9e2fd4af
INV-0602e5da,214961.48,PC_HCBG_NA,2020-07-13,OPP-fe879e56
INV-b243fc45,214569.27,PC_HCBG_NA,2020-07-20,OPP-8f9ff3d6
INV-7ff5cd2e,186096.41,PC_HCBG_NA,2020-07-17,OPP-aecb9625
INV-f59c08f6,278684.13,PC_HCBG_NA,2020-07-16,OPP-11d9b407
INV-a91bb3b1,245250.63,PC_HCBG_NA,2020-07-16,OPP-28e49b27
INV-08438631,233667.64,PC_HCBG_NA,2020-07-22,OPP-67bcd5a7
INV-086b2264,228985.0,PC_HCBG_NA,2020-07-24,OPP-4d6fc7e3
INV-a656c193,248422.95,PC_HCBG_NA,2020-07-21,OPP-90c9e728
INV-41b7debc,215327.35,PC_HCBG_NA,2020-07-28,OPP-9def23a1
INV-5c9ce66f,244853.42,PC_HCBG_NA,2020-07-23,OPP-ff09338c
INV-8186cd30,226290.24,PC_HCBG_NA,2020-07-28,OPP-be146c81
INV-0b44d4af,241138.28,PC_HCBG_NA,2020-07-25,OPP-c8663c6e
INV-648165e7,272082.9,PC_HCBG_NA,2020-07-23,OPP-78b2a65d
INV-295bc19b,247955.24,PC_HCBG_NA,2020-07-23,OPP-a9cf94bc
INV-2ac84ddc,238843.35,PC_HCBG_NA,2020-07-24,OPP-94743809
INV-1fcc47d5,239730.75,PC_HCBG_NA,2020-07-24,OPP-c5bbed6c
INV-80823ddb,245363.03,PC_HCBG_NA,2020-07-17,OPP-79d81ee9
INV-650c78d7,220020.55,PC_HCBG_NA,2020-07-24,OPP-0ae35494
INV-842e18a2,218422.32,PC_HCBG_NA,2020-07-22,OPP-080ccf78
