OPPORTUNITY_ID,ACCOUNT_NAME,LEAD_SOURCE_CAMPAIGN,STAGE,AMOUNT_USD,CREATED_DATE,CLOSE_DATE,BUSINESS_GROUP,REGION
OPP-9086b124,"Brown, Hayes and Ferguson",CMP-135,Closed Won,41266.82,2020-05-15,2020-06-12,CBG,LATAM
OPP-75176bfa,Mahoney-Hodge,CMP-135,Closed Lost,41471.84,2020-05-22,2020-06-17,CBG,LATAM
OPP-fe318a9e,Macias PLC,CMP-135,Closed Won,46763.29,2020-05-25,2020-06-19,CBG,LATAM
OPP-ac553173,Lewis Group,CMP-135,Negotiation,32857.17,2020-05-13,,CBG,LATAM
OPP-15534416,"Rogers, Wilson and Welch",CMP-135,Closed Lost,22008.55,2020-05-28,2020-06-27,CBG,LATAM
OPP-c002c999,Thompson-Gibson,CMP-135,Closed Lost,54286.17,2020-05-15,2020-06-18,CBG,LATAM
OPP-4e01009d,Smith Inc,CMP-135,Closed Lost,44248.12,2020-05-27,2020-06-27,CBG,LATAM
OPP-817ed3f4,Harris and Sons,CMP-135,Closed Lost,39462.62,2020-05-29,2020-06-19,CBG,LATAM
OPP-1961da1f,"Fernandez, Romero and Arellano",CMP-135,Closed Won,40590.72,2020-05-29,2020-07-03,CBG,LATAM
OPP-7609c580,"Greene, Chase and Rice",CMP-135,Closed Lost,22379.13,2020-05-31,2020-07-01,CBG,LATAM
OPP-c3a623ce,"Everett, Smith and Cisneros",CMP-135,Closed Lost,35486.04,2020-05-23,2020-06-17,CBG,LATAM
OPP-1850147b,"Williams, Campos and Cummings",CMP-135,Closed Won,62078.81,2020-05-29,2020-06-25,CBG,LATAM
OPP-019b2b5d,"Nolan, Medina and Garcia",CMP-135,Closed Lost,39863.2,2020-05-26,2020-06-26,CBG,LATAM
OPP-3f532270,Howell Group,CMP-135,Negotiation,24603.42,2020-06-03,,CBG,LATAM
OPP-68e57a79,Murray PLC,CMP-135,Closed Lost,21250.0,2020-06-07,2020-07-10,CBG,LATAM
OPP-f84dca4b,"Barnes, Castaneda and Day",CMP-135,Closed Lost,21250.0,2020-06-04,2020-06-26,CBG,LATAM
OPP-5995e5f4,"Jimenez, Navarro and Smith",CMP-135,Closed Won,27002.69,2020-06-03,2020-07-07,CBG,LATAM
OPP-2692a7e6,"Myers, Richardson and Ashley",CMP-135,Closed Lost,22752.27,2020-05-30,2020-07-03,CBG,LATAM
OPP-c3831cda,Carr LLC,CMP-135,Closed Won,34392.11,2020-06-04,2020-07-01,CBG,LATAM
OPP-236bf12c,West-Parker,CMP-135,Closed Lost,35866.5,2020-05-29,2020-07-03,CBG,LATAM
OPP-e41fba4b,Cooper and Sons,CMP-135,Closed Lost,60334.45,2020-06-05,2020-07-10,CBG,LATAM
OPP-6f6656b4,"Fields, Gallagher and Rojas",CMP-135,Closed Lost,21755.05,2020-06-14,2020-07-09,CBG,LATAM
OPP-dc954d75,"Johnson, Adams and Alvarez",CMP-135,Closed Lost,46627.22,2020-06-05,2020-06-27,CBG,LATAM
OPP-6c4d1810,"Hinton, Torres and Duran",CMP-135,Closed Won,21250.0,2020-06-16,2020-07-20,CBG,LATAM
OPP-7c03af35,Hart PLC,CMP-135,Closed Lost,33130.74,2020-06-15,2020-07-09,CBG,LATAM
OPP-4e9720a0,"Frazier, Scott and Bell",CMP-135,Closed Lost,45712.11,2020-06-08,2020-07-02,CBG,LATAM
OPP-48c31385,Hill-Mckay,CMP-135,Closed Lost,37200.68,2020-06-18,2020-07-23,CBG,LATAM
OPP-cd4ebc4b,"Boone, Rodriguez and Murray",CMP-135,Closed Lost,42488.8,2020-06-08,2020-07-13,CBG,LATAM
OPP-84dc5e33,"Cooper, Ross and Perkins",CMP-135,Negotiation,38709.92,2020-06-14,,CBG,LATAM
OPP-ff4b3804,Carter-Silva,CMP-135,Closed Lost,45328.01,2020-06-13,2020-07-18,CBG,LATAM
OPP-50e7ceb8,Sparks and Sons,CMP-135,Closed Lost,23506.32,2020-06-21,2020-07-24,CBG,LATAM
OPP-ce635ae0,Liu-Murphy,CMP-135,Closed Lost,45426.48,2020-06-20,2020-07-17,CBG,LATAM
OPP-e33bb3e0,Martin and Sons,CMP-135,Closed Lost,45767.27,2020-06-23,2020-07-14,CBG,LATAM
OPP-658ea17a,Roberts-Guzman,CMP-135,Closed Lost,46846.6,2020-06-16,2020-07-20,CBG,LATAM
OPP-8b5b73df,Nelson LLC,CMP-135,Closed Won,43830.35,2020-06-14,2020-07-18,CBG,LATAM
OPP-c52a0570,Smith PLC,CMP-135,Closed Lost,40932.0,2020-06-26,2020-07-24,CBG,LATAM
OPP-dffbad37,"Ballard, Rivera and Torres",CMP-135,Closed Lost,51523.61,2020-06-22,2020-07-24,CBG,LATAM
OPP-3ca97d02,"Larson, Wells and Whitaker",CMP-136,Closed Lost,21250.0,2024-06-08,2024-07-13,CBG,NA
OPP-8da72e1a,Perry-Glenn,CMP-136,Closed Lost,21250.0,2024-06-16,2024-07-12,CBG,NA
OPP-f5cb2af8,Kramer-Herman,CMP-136,Closed Won,21742.46,2024-06-15,2024-07-12,CBG,NA
OPP-0bc1b150,"Cooper, Myers and Shelton",CMP-136,Closed Won,21250.0,2024-06-19,2024-07-24,CBG,NA
OPP-de9389de,"Kelly, Harris and Pruitt",CMP-136,Closed Lost,27195.17,2024-06-19,2024-07-11,CBG,NA
OPP-4af3e1d7,Grant PLC,CMP-136,Closed Won,21250.0,2024-06-20,2024-07-13,CBG,NA
OPP-fa8f3923,"Ortega, Merritt and Phillips",CMP-136,Closed Lost,22966.18,2024-06-19,2024-07-14,CBG,NA
OPP-80ade83c,Sloan-Gaines,CMP-136,Closed Lost,21250.0,2024-06-17,2024-07-09,CBG,NA
OPP-78dbd04e,Perry Ltd,CMP-136,Closed Won,29452.02,2024-06-15,2024-07-12,CBG,NA
OPP-1ced7991,"Christensen, Patterson and Oneal",CMP-136,Closed Lost,21250.0,2024-06-20,2024-07-22,CBG,NA
OPP-4579609a,Turner-Novak,CMP-136,Closed Won,21250.0,2024-06-25,2024-07-24,CBG,NA
OPP-f02a1b37,Long LLC,CMP-136,Closed Lost,21250.0,2024-06-24,2024-07-20,CBG,NA
OPP-6c04399d,"Barrera, Morales and Rangel",CMP-136,Closed Won,22126.87,2024-06-21,2024-07-23,CBG,NA
OPP-09e2f56e,Thomas-Strickland,CMP-136,Closed Lost,27741.52,2024-06-15,2024-07-18,CBG,NA
OPP-581d0820,"Harper, Brennan and Taylor",CMP-136,Closed Won,31360.38,2024-06-16,2024-07-17,CBG,NA
OPP-2da279cb,Mcmillan and Sons,CMP-136,Closed Lost,21250.0,2024-06-27,2024-07-20,CBG,NA
OPP-54efe054,Lewis Ltd,CMP-136,Closed Lost,21250.0,2024-06-28,2024-07-26,CBG,NA
OPP-70881b5b,Green LLC,CMP-136,Closed Won,21250.0,2024-07-01,2024-08-01,CBG,NA
OPP-4db70660,"Roberts, Floyd and Watson",CMP-136,Closed Won,21250.0,2024-06-22,2024-07-13,CBG,NA
OPP-53859e02,Davis and Sons,CMP-136,Closed Won,21250.0,2024-06-27,2024-07-21,CBG,NA
OPP-01903474,Rivas-Montes,CMP-136,Closed Lost,21250.0,2024-07-02,2024-07-27,CBG,NA
OPP-5902bf0b,Garcia Ltd,CMP-136,Closed Lost,21250.0,2024-06-28,2024-07-28,CBG,NA
OPP-988f00a8,Smith and Sons,CMP-136,Closed Won,21250.0,2024-06-25,2024-07-17,CBG,NA
OPP-2f515686,Arias Inc,CMP-136,Closed Won,21250.0,2024-06-27,2024-07-21,CBG,NA
OPP-78e8bf15,Leblanc Ltd,CMP-136,Negotiation,26536.68,2024-07-04,,CBG,NA
OPP-769bc641,Moore-Barton,CMP-136,Closed Lost,21250.0,2024-07-09,2024-08-12,CBG,NA
OPP-bb4400f1,Williamson PLC,CMP-136,Negotiation,21250.0,2024-07-08,,CBG,NA
OPP-523c0ed4,"Nguyen, White and Barnett",CMP-136,Negotiation,21250.0,2024-07-01,,CBG,NA
OPP-58a5802e,Marquez LLC,CMP-136,Closed Won,21250.0,2024-07-09,2024-08-09,CBG,NA
OPP-fa3d5527,"Murphy, Richardson and Miller",CMP-136,Closed Lost,23555.18,2024-07-07,2024-08-09,CBG,NA
OPP-ea8e8131,Rice Ltd,CMP-136,Closed Lost,26423.48,2024-07-07,2024-08-04,CBG,NA
OPP-996ad475,Green Group,CMP-136,Closed Won,21250.0,2024-07-10,2024-08-13,CBG,NA
OPP-3af6527f,Fowler-Kelly,CMP-136,Closed Lost,21250.0,2024-07-15,2024-08-07,CBG,NA
OPP-dfb44eef,"Dennis, Castaneda and Phillips",CMP-136,Closed Won,21250.0,2024-07-09,2024-08-01,CBG,NA
OPP-761417f3,Kelly LLC,CMP-136,Closed Won,21250.0,2024-07-16,2024-08-15,CBG,NA
OPP-92320a95,Gonzalez-Roberts,CMP-136,Closed Lost,23102.74,2024-07-20,2024-08-15,CBG,NA
OPP-0961b319,Hall-Dixon,CMP-136,Closed Lost,43918.33,2024-07-20,2024-08-14,CBG,NA
OPP-1ff3a9f8,"Robinson, Miller and Cobb",CMP-136,Closed Won,38921.38,2024-07-12,2024-08-03,CBG,NA
OPP-d353db1c,"Boyd, Burke and White",CMP-136,Closed Won,42826.03,2024-07-16,2024-08-11,CBG,NA
OPP-79748626,"Nichols, Thompson and Mcintyre",CMP-136,Closed Lost,21250.0,2024-07-13,2024-08-09,CBG,NA
OPP-2c910cd0,Daniels-Gonzalez,CMP-136,Closed Won,26567.3,2024-07-26,2024-08-22,CBG,NA
OPP-6f4eb891,Stewart Inc,CMP-136,Closed Won,21970.48,2024-07-26,2024-08-30,CBG,NA
OPP-71f6aee9,"Torres, Murphy and Guerrero",CMP-136,Closed Lost,26989.6,2024-07-23,2024-08-16,CBG,NA
OPP-39f7113d,Burnett-Mueller,CMP-136,Closed Lost,21250.0,2024-07-15,2024-08-05,CBG,NA
OPP-9084b6de,Kelly Ltd,CMP-136,Closed Won,24950.17,2024-07-30,2024-08-28,CBG,NA
OPP-477ab887,Crawford-Moss,CMP-136,Closed Lost,26647.45,2024-07-27,2024-08-26,CBG,NA
OPP-eefadcfa,Vargas Group,CMP-136,Closed Won,30978.04,2024-07-28,2024-08-21,CBG,NA
OPP-fca7e614,Walker-Cervantes,CMP-136,Closed Lost,32069.05,2024-08-02,2024-08-24,CBG,NA
OPP-9359fb5d,Oneal-Soto,CMP-136,Closed Won,32283.74,2024-07-27,2024-08-20,CBG,NA
OPP-e7f1ec14,Williams-Matthews,CMP-136,Closed Won,34123.23,2024-07-25,2024-08-26,CBG,NA
OPP-b082a958,Rodriguez PLC,CMP-136,Closed Lost,30132.54,2024-08-04,2024-08-27,CBG,NA
OPP-7acd003a,Ray PLC,CMP-136,Closed Won,36181.64,2024-07-23,2024-08-19,CBG,NA
OPP-ee5e1fb5,"Fletcher, Martin and Padilla",CMP-136,Closed Lost,40344.47,2024-08-02,2024-08-29,CBG,NA
OPP-a9dfcc0c,"Roberts, Roberts and Santos",CMP-136,Closed Lost,27484.9,2024-08-03,2024-08-28,CBG,NA
OPP-f01919d0,"Frank, Evans and Potter",CMP-136,Closed Lost,21458.12,2024-07-28,2024-08-19,CBG,NA
OPP-9d755e6c,"Ellis, Wood and Jackson",CMP-136,Closed Won,28866.51,2024-08-01,2024-08-24,CBG,NA
OPP-d2ea243c,Murphy-Mckinney,CMP-136,Closed Lost,21250.0,2024-08-06,2024-08-28,CBG,NA
OPP-205cf4ec,"Harmon, Kirby and Williams",CMP-136,Closed Lost,30096.26,2024-07-29,2024-08-30,CBG,NA
OPP-bec4ee08,"Ford, Ryan and Guerrero",CMP-136,Closed Lost,21250.0,2024-08-07,2024-09-03,CBG,NA
OPP-d6adf137,Wilkins LLC,CMP-137,Closed Lost,206138.06,2021-03-28,2021-04-11,TEBG,LATAM
OPP-a3a90472,"Solomon, Hayes and Miller",CMP-137,Closed Won,238825.65,2021-03-28,2021-04-11,TEBG,LATAM
OPP-c028286b,"Rice, Moon and Baker",CMP-137,Closed Won,250371.6,2021-03-22,2021-04-01,TEBG,LATAM
OPP-ca3761d2,Norton-Harris,CMP-137,Closed Won,191789.65,2021-03-28,2021-04-07,TEBG,LATAM
OPP-28eda191,"Cooley, Hendrix and Garcia",CMP-137,Closed Won,229401.82,2021-03-24,2021-04-04,TEBG,LATAM
OPP-a360c4cb,Clark PLC,CMP-137,Closed Lost,194252.57,2021-03-25,2021-04-08,TEBG,LATAM
OPP-d952e7bc,"Wilson, Miller and Sanchez",CMP-137,Closed Won,191023.26,2021-03-26,2021-04-04,TEBG,LATAM
OPP-d5942bb2,"Miller, Landry and Rogers",CMP-137,Closed Won,168614.68,2021-03-26,2021-04-05,TEBG,LATAM
OPP-05cd4d7c,"Norton, Douglas and Delacruz",CMP-137,Closed Won,258587.82,2021-03-28,2021-04-07,TEBG,LATAM
OPP-a159b481,Whitaker Group,CMP-137,Closed Lost,241349.14,2021-03-30,2021-04-10,TEBG,LATAM
OPP-5ed2f65d,Hernandez-Hensley,CMP-137,Closed Won,261837.91,2021-03-29,2021-04-08,TEBG,LATAM
OPP-352d855e,Morrow LLC,CMP-137,Closed Won,242643.23,2021-03-27,2021-04-05,TEBG,LATAM
OPP-a830b0ba,Garner-Ryan,CMP-137,Closed Won,229353.28,2021-03-28,2021-04-06,TEBG,LATAM
OPP-76f53b65,"Smith, Huff and Flores",CMP-137,Closed Lost,213853.95,2021-03-25,2021-04-05,TEBG,LATAM
OPP-051d1800,"Garner, Martinez and Allen",CMP-137,Closed Won,211320.01,2021-03-27,2021-04-06,TEBG,LATAM
OPP-3fa58bda,"Martinez, Berry and Wells",CMP-137,Closed Won,201759.93,2021-03-29,2021-04-12,TEBG,LATAM
OPP-50ad9cd5,Martinez-Cummings,CMP-137,Closed Won,202802.09,2021-03-27,2021-04-08,TEBG,LATAM
OPP-b0a95fc9,"Murphy, Nichols and Garcia",CMP-137,Closed Won,235653.92,2021-03-30,2021-04-13,TEBG,LATAM
OPP-0aef77ed,Murphy-Suarez,CMP-137,Closed Won,230592.92,2021-03-26,2021-04-02,TEBG,LATAM
OPP-76069f22,Morales LLC,CMP-137,Closed Lost,213665.13,2021-03-30,2021-04-08,TEBG,LATAM
OPP-c979ff8f,"Crawford, Gray and Morales",CMP-137,Closed Won,204391.41,2021-04-02,2021-04-14,TEBG,LATAM
OPP-378f78da,"Bailey, Le and Morales",CMP-137,Closed Won,234531.13,2021-04-01,2021-04-14,TEBG,LATAM
OPP-3df359d6,"Brown, Smith and Cook",CMP-137,Closed Lost,231682.04,2021-04-01,2021-04-11,TEBG,LATAM
OPP-fa00a281,Davis-Chen,CMP-137,Closed Won,208511.14,2021-04-01,2021-04-14,TEBG,LATAM
OPP-3f0e3075,Curtis Group,CMP-137,Closed Won,212327.68,2021-04-02,2021-04-15,TEBG,LATAM
OPP-95b45992,Carroll-Kelly,CMP-137,Closed Won,195022.23,2021-04-02,2021-04-13,TEBG,LATAM
OPP-19ec4e51,Roberts-Long,CMP-137,Closed Won,222375.08,2021-03-28,2021-04-05,TEBG,LATAM
OPP-a8f75fed,Massey and Sons,CMP-137,Closed Won,219854.49,2021-04-01,2021-04-08,TEBG,LATAM
OPP-74f9bd90,Wyatt PLC,CMP-137,Closed Won,245374.12,2021-03-28,2021-04-09,TEBG,LATAM
OPP-c40586bc,"Gray, Smith and Sloan",CMP-137,Closed Won,208236.31,2021-03-29,2021-04-12,TEBG,LATAM
OPP-150b8146,Aguirre-Scott,CMP-137,Closed Won,246211.47,2021-03-31,2021-04-07,TEBG,LATAM
OPP-698681df,Johnson Inc,CMP-137,Closed Won,193514.61,2021-03-29,2021-04-09,TEBG,LATAM
OPP-763a4e61,Walters-Harris,CMP-137,Closed Won,220457.25,2021-04-02,2021-04-15,TEBG,LATAM
OPP-a28322e8,Ortiz-Baker,CMP-137,Closed Won,211770.36,2021-03-31,2021-04-13,TEBG,LATAM
OPP-1fdb482d,Lopez PLC,CMP-137,Closed Won,222234.79,2021-04-03,2021-04-15,TEBG,LATAM
OPP-7d8bd58a,Smith and Sons,CMP-137,Closed Lost,225490.34,2021-03-30,2021-04-06,TEBG,LATAM
OPP-6c16a78b,Peck PLC,CMP-137,Closed Won,222919.47,2021-04-03,2021-04-12,TEBG,LATAM
OPP-a23e189b,Rhodes-Chavez,CMP-137,Closed Won,284090.71,2021-04-01,2021-04-10,TEBG,LATAM
OPP-3adbd2b2,"Stewart, Lewis and Smith",CMP-137,Negotiation,284053.12,2021-04-03,,TEBG,LATAM
OPP-0b7ecd79,Simpson-Green,CMP-137,Closed Won,204359.16,2021-04-02,2021-04-16,TEBG,LATAM
OPP-a8c649ab,"Sims, Holt and Smith",CMP-137,Closed Won,205421.32,2021-04-01,2021-04-09,TEBG,LATAM
OPP-895d603d,Mays-Hicks,CMP-137,Closed Won,214982.19,2021-04-02,2021-04-15,TEBG,LATAM
OPP-51e50918,Rodriguez-Mann,CMP-137,Closed Won,226693.09,2021-04-01,2021-04-12,TEBG,LATAM
OPP-54227d6d,"Goodman, Chavez and Singleton",CMP-137,Closed Won,229973.28,2021-04-01,2021-04-13,TEBG,LATAM
OPP-e3656653,Smith Group,CMP-137,Closed Won,240793.8,2021-04-01,2021-04-10,TEBG,LATAM
OPP-8f58ed08,Mccormick Group,CMP-137,Closed Lost,204825.38,2021-04-04,2021-04-15,TEBG,LATAM
OPP-455f8af7,"Cannon, Johnson and Torres",CMP-137,Closed Won,252795.97,2021-04-06,2021-04-18,TEBG,LATAM
OPP-c28fcc52,"Santana, Hunter and Harris",CMP-137,Closed Won,212676.62,2021-04-04,2021-04-15,TEBG,LATAM
OPP-bf567386,Nixon-Walker,CMP-137,Closed Won,243620.73,2021-04-04,2021-04-15,TEBG,LATAM
OPP-48b1e8cc,Cole-Calderon,CMP-137,Closed Lost,232231.08,2021-04-06,2021-04-18,TEBG,LATAM
OPP-022862c4,"Smith, Gentry and Mcmahon",CMP-137,Closed Won,185605.76,2021-04-05,2021-04-14,TEBG,LATAM
OPP-d36e7cca,"Marks, Costa and Lopez",CMP-137,Closed Lost,235293.47,2021-04-04,2021-04-18,TEBG,LATAM
OPP-59432577,Cobb-Booker,CMP-137,Closed Won,215414.57,2021-04-09,2021-04-18,TEBG,LATAM
OPP-a7bbc32d,Huffman and Sons,CMP-137,Closed Won,209871.96,2021-04-07,2021-04-21,TEBG,LATAM
OPP-08ebf178,"Pearson, Cole and Anderson",CMP-137,Closed Won,171215.59,2021-04-03,2021-04-13,TEBG,LATAM
OPP-10f809ac,Brown Ltd,CMP-137,Closed Lost,335556.67,2021-04-05,2021-04-12,TEBG,LATAM
OPP-d6bfe645,"Nelson, Cunningham and Moore",CMP-137,Negotiation,266236.38,2021-04-05,,TEBG,LATAM
OPP-3d7d9e1e,"Day, Brown and Webb",CMP-137,Closed Won,274727.52,2021-04-05,2021-04-19,TEBG,LATAM
OPP-f46a9817,"Mclean, Thomas and Hill",CMP-137,Closed Won,311267.14,2021-04-07,2021-04-16,TEBG,LATAM
OPP-965ea5d5,"Moss, Wells and Garner",CMP-137,Closed Won,227039.8,2021-04-11,2021-04-25,TEBG,LATAM
OPP-eeecde56,"Russell, White and Brooks",CMP-137,Closed Won,211782.11,2021-04-09,2021-04-17,TEBG,LATAM
OPP-4c6d98a8,Lopez Inc,CMP-137,Closed Won,190532.33,2021-04-09,2021-04-16,TEBG,LATAM
OPP-b1a33f6d,"Nunez, Jackson and Garcia",CMP-137,Closed Won,242391.24,2021-04-10,2021-04-22,TEBG,LATAM
OPP-0d36d15b,Lee Group,CMP-137,Closed Won,218746.61,2021-04-12,2021-04-26,TEBG,LATAM
OPP-b002c52e,Lewis-Wells,CMP-137,Negotiation,211856.8,2021-04-10,,TEBG,LATAM
OPP-72dac793,"Delgado, Brown and Conrad",CMP-137,Closed Won,239449.87,2021-04-07,2021-04-16,TEBG,LATAM
OPP-9834e02f,Chan-Young,CMP-137,Closed Won,196762.75,2021-04-08,2021-04-20,TEBG,LATAM
OPP-b8b06743,Jones LLC,CMP-137,Closed Won,262025.88,2021-04-08,2021-04-18,TEBG,LATAM
OPP-8b300329,"Johnson, Morgan and Alvarez",CMP-137,Closed Lost,218504.46,2021-04-14,2021-04-25,TEBG,LATAM
OPP-1885048a,Sanchez-Cook,CMP-137,Closed Won,227648.51,2021-04-09,2021-04-18,TEBG,LATAM
OPP-0327aec2,Lindsey and Sons,CMP-137,Closed Won,212394.7,2021-04-14,2021-04-25,TEBG,LATAM
OPP-30838073,Pena and Sons,CMP-137,Closed Lost,201045.31,2021-04-13,2021-04-23,TEBG,LATAM
OPP-34460c61,"Hess, Knight and Paul",CMP-137,Closed Won,171557.2,2021-04-13,2021-04-20,TEBG,LATAM
OPP-a7b3b6f9,Simpson-Lopez,CMP-137,Closed Won,247548.71,2021-04-14,2021-04-23,TEBG,LATAM
OPP-40fea948,Berg-Mckinney,CMP-137,Closed Won,309613.45,2021-04-13,2021-04-21,TEBG,LATAM
OPP-cad743d3,Lutz Inc,CMP-137,Closed Won,224786.29,2021-04-12,2021-04-26,TEBG,LATAM
OPP-cec84000,Wells Inc,CMP-137,Closed Won,168796.31,2021-04-16,2021-04-24,TEBG,LATAM
OPP-3eb059ec,Brown-Good,CMP-137,Closed Won,227499.58,2021-04-13,2021-04-20,TEBG,LATAM
OPP-4d315b7c,Vincent-Arias,CMP-137,Closed Won,205721.15,2021-04-13,2021-04-21,TEBG,LATAM
OPP-24ebe8de,Wong Inc,CMP-137,Closed Won,203752.43,2021-04-15,2021-04-27,TEBG,LATAM
OPP-36f4dd3b,"Nelson, Miller and Best",CMP-137,Closed Won,244904.52,2021-04-16,2021-04-24,TEBG,LATAM
OPP-bafd2834,Aguilar LLC,CMP-137,Closed Won,227948.46,2021-04-18,2021-04-30,TEBG,LATAM
OPP-cc3effe9,Ware-Bennett,CMP-137,Closed Won,219735.75,2021-04-14,2021-04-21,TEBG,LATAM
OPP-2ec0f10a,May-Gomez,CMP-137,Negotiation,221444.9,2021-04-13,,TEBG,LATAM
OPP-216bb956,Ortiz-Pearson,CMP-137,Closed Won,244692.36,2021-04-19,2021-05-03,TEBG,LATAM
OPP-b85f0883,"Johnson, Arellano and Anderson",CMP-137,Closed Won,235168.74,2021-04-17,2021-04-28,TEBG,LATAM
OPP-b129a6a4,Silva-Bell,CMP-137,Closed Won,202492.72,2021-04-18,2021-04-25,TEBG,LATAM
OPP-1b13a85f,Andrews Inc,CMP-137,Closed Won,228226.48,2021-04-16,2021-04-23,TEBG,LATAM
OPP-897a68c9,"Nielsen, Davis and Trujillo",CMP-137,Closed Lost,285504.77,2021-04-20,2021-05-04,TEBG,LATAM
OPP-fe4d58c1,"Mitchell, Obrien and Herrera",CMP-137,Closed Won,198287.7,2021-04-17,2021-04-26,TEBG,LATAM
OPP-8e562fbe,Moody-Odonnell,CMP-137,Closed Won,278173.41,2021-04-17,2021-04-24,TEBG,LATAM
OPP-207ca173,Ford Inc,CMP-137,Closed Lost,238621.94,2021-04-22,2021-05-03,TEBG,LATAM
OPP-86886817,Collins-Green,CMP-137,Closed Won,255252.71,2021-04-18,2021-04-25,TEBG,LATAM
OPP-7035dec5,"Grant, Davis and Cunningham",CMP-137,Closed Won,222077.18,2021-04-22,2021-04-30,TEBG,LATAM
OPP-4aa4b837,"Mathis, Anderson and Kim",CMP-137,Closed Won,232875.44,2021-04-21,2021-05-04,TEBG,LATAM
OPP-923f720a,"Barber, Rice and Colon",CMP-137,Closed Won,242344.8,2021-04-17,2021-04-30,TEBG,LATAM
OPP-339c0ee9,Franklin-Cross,CMP-137,Closed Won,219046.49,2021-04-20,2021-04-29,TEBG,LATAM
OPP-c9117c27,Petty-Ramirez,CMP-137,Closed Lost,214338.8,2021-04-19,2021-05-02,TEBG,LATAM
OPP-453a2e55,Blackburn-Williams,CMP-137,Closed Won,208073.53,2021-04-18,2021-04-25,TEBG,LATAM
OPP-92f72f86,"Ortiz, Hill and Lopez",CMP-137,Closed Lost,189119.76,2021-04-25,2021-05-05,TEBG,LATAM
OPP-2b0d5b1c,Cuevas and Sons,CMP-137,Closed Won,218671.93,2021-04-20,2021-05-03,TEBG,LATAM
OPP-afb29df9,"Hernandez, Smith and Orr",CMP-137,Closed Won,180990.52,2021-04-25,2021-05-08,TEBG,LATAM
OPP-c2e8a700,Smith Inc,CMP-137,Closed Won,216124.2,2021-04-22,2021-05-01,TEBG,LATAM
OPP-607cbd33,Mcguire Ltd,CMP-137,Closed Won,214043.74,2021-04-20,2021-05-01,TEBG,LATAM
OPP-74147301,Wheeler PLC,CMP-137,Closed Won,204163.64,2021-04-23,2021-05-06,TEBG,LATAM
OPP-85664da4,"Tate, Carroll and Davis",CMP-137,Closed Lost,225002.96,2021-04-25,2021-05-06,TEBG,LATAM
OPP-cc5ec79b,Johnson Inc,CMP-137,Closed Won,245636.47,2021-04-26,2021-05-05,TEBG,LATAM
OPP-bdcb3eb2,"Hernandez, Young and Jennings",CMP-137,Closed Won,243723.45,2021-04-23,2021-05-01,TEBG,LATAM
OPP-bdfe7f18,"Nunez, Landry and Ray",CMP-137,Closed Won,249811.83,2021-04-27,2021-05-09,TEBG,LATAM
OPP-9e269012,Price PLC,CMP-137,Closed Won,295697.55,2021-04-26,2021-05-06,TEBG,LATAM
OPP-4cda028a,"Zhang, Tapia and Bender",CMP-137,Closed Won,213940.4,2021-04-25,2021-05-09,TEBG,LATAM
OPP-6cddab56,Cooke-Price,CMP-137,Closed Won,262498.69,2021-04-26,2021-05-10,TEBG,LATAM
OPP-ebde34e7,"Cabrera, Compton and Robertson",CMP-137,Closed Won,171540.78,2021-04-25,2021-05-08,TEBG,LATAM
OPP-6f3f753b,Zamora Ltd,CMP-137,Negotiation,238415.01,2021-04-23,,TEBG,LATAM
OPP-72176085,Noble PLC,CMP-138,Closed Lost,139570.12,2022-11-03,2022-11-26,SIBG,APAC
OPP-17abe966,"Munoz, Brewer and Benson",CMP-138,Closed Lost,125264.76,2022-11-01,2022-11-21,SIBG,APAC
OPP-c25cdea8,"Mccarty, Parker and Kaufman",CMP-138,Closed Lost,183877.21,2022-11-10,2022-11-30,SIBG,APAC
OPP-ce0f3a53,"Smith, Cox and Nguyen",CMP-138,Closed Lost,189561.79,2022-11-02,2022-11-16,SIBG,APAC
OPP-693ee2d5,Griffin Group,CMP-138,Closed Lost,149019.93,2022-11-10,2022-11-29,SIBG,APAC
OPP-98e41835,Campbell-Zamora,CMP-138,Closed Won,203372.52,2022-11-10,2022-12-04,SIBG,APAC
OPP-6e93c789,Hernandez-Brown,CMP-138,Negotiation,175356.58,2022-11-07,,SIBG,APAC
OPP-4459e2fd,"Le, Patrick and Mccarthy",CMP-138,Closed Lost,115129.51,2022-11-15,2022-12-10,SIBG,APAC
OPP-b04fd83c,"Hernandez, Taylor and Walker",CMP-138,Closed Lost,165225.38,2022-11-08,2022-12-06,SIBG,APAC
OPP-c45de840,Donaldson-Hernandez,CMP-138,Closed Won,108727.63,2022-11-14,2022-12-06,SIBG,APAC
OPP-089f4c42,"Reed, Eaton and Crawford",CMP-138,Closed Lost,193409.52,2022-11-18,2022-12-12,SIBG,APAC
OPP-22cd2c19,Perez-Durham,CMP-138,Closed Lost,200732.31,2022-11-17,2022-12-02,SIBG,APAC
OPP-695db06d,Moore-Arias,CMP-138,Closed Won,149865.39,2022-11-14,2022-12-05,SIBG,APAC
OPP-04741ebc,Phillips and Sons,CMP-138,Closed Won,155137.34,2022-11-17,2022-12-02,SIBG,APAC
OPP-c586e43c,"Clements, Arnold and Rivera",CMP-138,Closed Lost,152182.05,2022-11-19,2022-12-07,SIBG,APAC
OPP-6b2e258e,Fuller Ltd,CMP-138,Closed Won,157492.38,2022-11-15,2022-12-01,SIBG,APAC
