DATE,CAMPAIGN_ID,CHANNEL,SPEND_AMT,IMPRESSIONS,CLICKS,VIDEO_VIEWS_50
2024-01-07,CMP-141,LinkedIn,173279.61,2310394,10126,0
2024-01-08,CMP-141,LinkedIn,159959.41,2132792,7356,0
2024-01-09,CMP-141,LinkedIn,151265.98,2016879,6736,0
2024-01-10,CMP-141,LinkedIn,136288.47,1817179,7017,0
2024-01-11,CMP-141,LinkedIn,106493.45,1419912,5166,0
2024-01-12,CMP-141,LinkedIn,187332.66,2497768,11803,0
2024-01-13,CMP-141,LinkedIn,134078.58,1787714,5843,0
2024-01-14,CMP-141,LinkedIn,118787.73,1583836,6062,0
2024-01-15,CMP-141,LinkedIn,186638.02,2488506,8525,0
2024-01-16,CMP-141,LinkedIn,170373.41,2271645,7664,0
2024-01-17,CMP-141,LinkedIn,189593.04,2527907,9632,0
2024-01-18,CMP-141,LinkedIn,171407.79,2285437,8566,0
2024-01-19,CMP-141,LinkedIn,158382.46,2111766,7406,0
2024-01-20,CMP-141,LinkedIn,115868.36,1544911,7262,0
2024-01-21,CMP-141,LinkedIn,183978.29,2453043,11332,0
2024-01-22,CMP-141,LinkedIn,158185.15,2109135,9476,0
2024-01-23,CMP-141,LinkedIn,109073.12,1454308,5432,0
2024-01-24,CMP-141,LinkedIn,130669.33,1742257,7347,0
2024-01-25,CMP-141,LinkedIn,134399.06,1791987,6160,0
2024-01-26,CMP-141,LinkedIn,155628.34,2075044,9343,0
2024-01-27,CMP-141,LinkedIn,136708.66,1822782,6218,0
2024-01-28,CMP-141,LinkedIn,120340.65,1604541,5744,0
2024-01-29,CMP-141,LinkedIn,129450.74,1726009,7298,0
2024-01-30,CMP-141,LinkedIn,156023.64,2080315,8973,0
2024-01-31,CMP-141,LinkedIn,134976.7,1799689,8131,0
2024-02-01,CMP-141,LinkedIn,120993.78,1613250,6373,0
2024-02-02,CMP-141,LinkedIn,173676.65,2315688,8077,0
2024-02-03,CMP-141,LinkedIn,112676.77,1502356,6931,0
2024-02-04,CMP-141,LinkedIn,133249.09,1776654,7629,0
2024-02-05,CMP-141,LinkedIn,105216.84,1402891,6038,0
2024-02-06,CMP-141,LinkedIn,130881.01,1745080,5739,0
2024-02-07,CMP-141,LinkedIn,156806.34,2090751,7495,0
2024-02-08,CMP-141,LinkedIn,137122.08,1828294,6086,0
2024-02-09,CMP-141,LinkedIn,115969.18,1546255,5685,0
2024-02-10,CMP-141,LinkedIn,110902.26,1478696,6886,0
2024-02-11,CMP-141,LinkedIn,103513.13,1380175,5485,0
2024-02-12,CMP-141,LinkedIn,113858.18,1518109,5605,0
2024-02-13,CMP-141,LinkedIn,184720.82,2462944,8518,0
2024-02-14,CMP-141,LinkedIn,188231.49,2509753,8857,0
2024-02-15,CMP-141,LinkedIn,168435.95,2245812,9150,0
2024-02-16,CMP-141,LinkedIn,181050.56,2414007,9864,0
2024-02-17,CMP-141,LinkedIn,150163.86,2002184,7033,0
2024-02-18,CMP-141,LinkedIn,117652.11,1568694,7320,0
2024-02-19,CMP-141,LinkedIn,131917.0,1758893,6675,0
2024-02-20,CMP-141,LinkedIn,170047.51,2267300,8484,0
2024-02-21,CMP-141,LinkedIn,187016.05,2493547,10923,0
2024-02-22,CMP-141,LinkedIn,155713.27,2076176,9569,0
2024-02-23,CMP-141,LinkedIn,107357.98,1431439,5169,0
2024-02-24,CMP-141,LinkedIn,144027.21,1920362,6842,0
2021-09-06,CMP-142,Trade Publications,213888.98,6111113,17774,916666
2021-09-07,CMP-142,Trade Publications,154714.73,4420420,15709,663063
2021-09-08,CMP-142,Trade Publications,165247.79,4721365,14102,708204
2021-09-09,CMP-142,Trade Publications,155690.65,4448304,15531,667245
2021-09-10,CMP-142,Trade Publications,177973.52,5084957,16854,762743
2021-09-11,CMP-142,Trade Publications,202875.88,5796453,16289,869467
2021-09-12,CMP-142,Trade Publications,164103.62,4688674,16026,703301
2021-09-13,CMP-142,Trade Publications,156880.69,4482305,15027,672345
2021-09-14,CMP-142,Trade Publications,216122.78,6174936,19437,926240
2021-09-15,CMP-142,Trade Publications,195679.56,5590844,18819,838626
2021-09-16,CMP-142,Trade Publications,206283.63,5893818,16939,884072
2021-09-17,CMP-142,Trade Publications,124888.53,3568243,10284,535236
2021-09-18,CMP-142,Trade Publications,188719.95,5391998,15854,808799
2021-09-19,CMP-142,Trade Publications,196431.79,5612336,15873,841850
2021-09-20,CMP-142,Trade Publications,184719.59,5277702,13847,791655
2021-09-21,CMP-142,Trade Publications,196473.46,5613527,17148,842029
2021-09-22,CMP-142,Trade Publications,140556.99,4015913,11044,602386
2021-09-23,CMP-142,Trade Publications,196395.45,5611298,16716,841694
2021-09-24,CMP-142,Trade Publications,141784.11,4050974,14424,607646
2021-09-25,CMP-142,Trade Publications,192961.98,5513199,19563,826979
2021-09-26,CMP-142,Trade Publications,163427.94,4669369,13868,700405
2021-09-27,CMP-142,Trade Publications,211709.68,6048848,18328,907327
2021-09-28,CMP-142,Trade Publications,192157.42,5490212,14837,823531
2021-09-29,CMP-142,Trade Publications,165439.95,4726855,12044,709028
2021-09-30,CMP-142,Trade Publications,140753.42,4021526,9656,603228
2021-10-01,CMP-142,Trade Publications,88327.28,2523636,9016,378545
2021-10-02,CMP-142,Trade Publications,103202.31,2948637,9423,442295
2021-10-03,CMP-142,Trade Publications,146910.39,4197439,12847,629615
2021-10-04,CMP-142,Trade Publications,96668.27,2761950,9041,414292
2021-10-05,CMP-142,Trade Publications,129416.18,3697605,12118,554640
2021-10-06,CMP-142,Trade Publications,141830.69,4052305,14468,607845
2021-10-07,CMP-142,Trade Publications,127461.43,3641755,10233,546263
2021-10-08,CMP-142,Trade Publications,132947.5,3798500,9428,569775
2021-10-09,CMP-142,Trade Publications,151180.34,4319438,10985,647915
2021-10-10,CMP-142,Trade Publications,109463.88,3127539,10567,469130
2021-10-11,CMP-142,Trade Publications,129200.91,3691454,10603,553718
2021-10-12,CMP-142,Trade Publications,120127.68,3432219,11756,514832
2021-10-13,CMP-142,Trade Publications,110354.64,3152989,10857,472948
2021-10-14,CMP-142,Trade Publications,91906.67,2625904,8749,393885
2021-10-15,CMP-142,Trade Publications,147529.15,4215118,11035,632267
2021-10-16,CMP-142,Trade Publications,116971.66,3342047,8684,501307
2021-10-17,CMP-142,Trade Publications,137205.88,3920167,11926,588025
2021-10-18,CMP-142,Trade Publications,131984.99,3770999,9939,565649
2021-10-19,CMP-142,Trade Publications,100960.47,2884584,7066,432687
2021-10-20,CMP-142,Trade Publications,109040.87,3115453,9569,467317
2021-10-21,CMP-142,Trade Publications,148289.95,4236855,13559,635528
2021-10-22,CMP-142,Trade Publications,117341.53,3352615,11880,502892
2021-10-23,CMP-142,Trade Publications,138131.76,3946621,13877,591993
2021-10-24,CMP-142,Trade Publications,124094.02,3545543,9610,531831
2021-10-25,CMP-142,Trade Publications,89320.59,2552016,8348,382802
2021-10-26,CMP-142,Trade Publications,94336.07,2695316,7448,404297
2021-10-27,CMP-142,Trade Publications,124451.66,3555761,10942,533364
2021-10-28,CMP-142,Trade Publications,129440.48,3698299,9613,554744
2021-10-29,CMP-142,Trade Publications,113264.85,3236138,10163,485420
2021-10-30,CMP-142,Trade Publications,156484.78,4470993,14634,670648
2021-10-31,CMP-142,Trade Publications,153026.56,4372187,14492,655828
2021-11-01,CMP-142,Trade Publications,154549.3,4415694,11615,662354
2021-11-02,CMP-142,Trade Publications,161138.51,4603957,14493,690593
2021-11-03,CMP-142,Trade Publications,155494.34,4442695,13273,666404
2023-02-27,CMP-143,Microsoft Ads,86738.92,4336946,87408,0
2023-02-28,CMP-143,Microsoft Ads,78829.17,3941458,88451,0
2023-03-01,CMP-143,Microsoft Ads,78148.55,3907427,65174,0
2023-03-02,CMP-143,Microsoft Ads,92621.46,4631072,98486,0
2023-03-03,CMP-143,Microsoft Ads,92706.44,4635322,84427,0
2023-03-04,CMP-143,Microsoft Ads,99666.68,4983334,93567,0
2023-03-05,CMP-143,Microsoft Ads,121317.85,6065892,141827,0
2023-03-06,CMP-143,Microsoft Ads,96442.42,4822120,89802,0
2023-03-07,CMP-143,Microsoft Ads,110007.64,5500382,89621,0
2023-03-08,CMP-143,Microsoft Ads,94847.44,4742371,88637,0
2023-03-09,CMP-143,Microsoft Ads,120605.28,6030264,97063,0
2023-03-10,CMP-143,Microsoft Ads,99357.18,4967858,108921,0
2023-03-11,CMP-143,Microsoft Ads,95439.66,4771982,79612,0
2023-03-12,CMP-143,Microsoft Ads,123605.71,6180285,124496,0
2023-03-13,CMP-143,Microsoft Ads,102903.41,5145170,92061,0
2023-03-14,CMP-143,Microsoft Ads,95351.83,4767591,92649,0
2023-03-15,CMP-143,Microsoft Ads,71741.48,3587073,60439,0
2023-03-16,CMP-143,Microsoft Ads,115805.61,5790280,103753,0
2023-03-17,CMP-143,Microsoft Ads,78679.07,3933953,78833,0
2023-03-18,CMP-143,Microsoft Ads,111834.44,5591722,92238,0
2023-03-19,CMP-143,Microsoft Ads,100743.57,5037178,85398,0
2023-03-20,CMP-143,Microsoft Ads,69520.59,3476029,57083,0
2023-03-21,CMP-143,Microsoft Ads,115614.44,5780722,97947,0
2023-03-22,CMP-143,Microsoft Ads,70022.75,3501137,68283,0
2023-03-23,CMP-143,Microsoft Ads,116182.42,5809120,105140,0
2023-03-24,CMP-143,Microsoft Ads,91781.67,4589083,74890,0
2023-03-25,CMP-143,Microsoft Ads,93362.96,4668147,96261,0
2023-03-26,CMP-143,Microsoft Ads,100402.6,5020130,93672,0
2023-03-27,CMP-143,Microsoft Ads,85646.28,4282313,72169,0
2023-03-28,CMP-143,Microsoft Ads,88608.54,4430427,74413,0
2023-03-29,CMP-143,Microsoft Ads,111710.14,5585506,132545,0
2023-03-30,CMP-143,Microsoft Ads,123467.78,6173389,141497,0
2023-03-31,CMP-143,Microsoft Ads,102129.46,5106473,110335,0
2023-04-01,CMP-143,Microsoft Ads,59924.19,2996209,63058,0
2023-04-02,CMP-143,Microsoft Ads,66959.04,3347951,66477,0
2023-04-03,CMP-143,Microsoft Ads,79428.95,3971447,72500,0
2020-05-20,CMP-144,TikTok,28942.49,3617810,23804,542671
2020-05-21,CMP-144,TikTok,22866.88,2858360,26642,428754
2020-05-22,CMP-144,TikTok,24593.05,3074131,25049,461119
2020-05-23,CMP-144,TikTok,19602.3,2450287,18373,367543
2020-05-24,CMP-144,TikTok,27937.84,3492229,28599,523834
2020-05-25,CMP-144,TikTok,23269.72,2908714,19542,436307
2020-05-26,CMP-144,TikTok,16367.81,2045975,19403,306896
2020-05-27,CMP-144,TikTok,21363.25,2670406,22245,400560
2020-05-28,CMP-144,TikTok,17249.2,2156149,18512,323422
2020-05-29,CMP-144,TikTok,29052.16,3631520,29931,544728
2020-05-30,CMP-144,TikTok,17891.35,2236418,18476,335462
2020-05-31,CMP-144,TikTok,26751.78,3343972,25750,501595
2020-06-01,CMP-144,TikTok,28322.43,3540303,30006,531045
2020-06-02,CMP-144,TikTok,28591.07,3573883,30003,536082
2020-06-03,CMP-144,TikTok,17962.93,2245366,16595,336804
2020-06-04,CMP-144,TikTok,18938.71,2367338,22035,355100
2020-06-05,CMP-144,TikTok,26669.48,3333684,28551,500052
2020-06-06,CMP-144,TikTok,20311.18,2538897,17744,380834
2020-06-07,CMP-144,TikTok,26614.83,3326853,26339,499027
2020-06-08,CMP-144,TikTok,19270.78,2408847,20169,361327
2020-06-09,CMP-144,TikTok,16704.18,2088022,15542,313203
2020-06-10,CMP-144,TikTok,22630.54,2828817,19443,424322
2020-06-11,CMP-144,TikTok,29773.03,3721628,26308,558244
2020-06-12,CMP-144,TikTok,17950.0,2243749,15821,336562
2020-06-13,CMP-144,TikTok,26789.34,3348667,25991,502300
2020-06-14,CMP-144,TikTok,23971.01,2996376,19378,449456
2020-06-15,CMP-144,TikTok,16622.49,2077811,16262,311671
2020-06-16,CMP-144,TikTok,27448.02,3431002,31677,514650
2020-06-17,CMP-144,TikTok,17345.95,2168244,17612,325236
2020-06-18,CMP-144,TikTok,28784.55,3598068,27494,539710
2020-06-19,CMP-144,TikTok,27626.69,3453336,23578,518000
2020-06-20,CMP-144,TikTok,29091.3,3636412,32016,545461
2020-06-21,CMP-144,TikTok,29173.5,3646687,31234,547003
2020-06-22,CMP-144,TikTok,21175.28,2646910,24886,397036
2020-06-23,CMP-144,TikTok,19959.67,2494958,18619,374243
2020-06-24,CMP-144,TikTok,25844.76,3230595,28587,484589
2020-06-25,CMP-144,TikTok,29008.39,3626048,25583,543907
2020-06-26,CMP-144,TikTok,27189.81,3398726,29784,509808
2020-06-27,CMP-144,TikTok,17028.86,2128608,16260,319291
2020-06-28,CMP-144,TikTok,20059.29,2507411,18490,376111
2020-06-29,CMP-144,TikTok,29749.4,3718674,31448,557801
2020-06-30,CMP-144,TikTok,26078.2,3259775,31049,488966
2020-07-01,CMP-144,TikTok,29912.73,3739091,33524,560863
2020-07-02,CMP-144,TikTok,31023.5,3877936,35609,581690
2020-07-03,CMP-144,TikTok,26104.65,3263081,30779,489462
2020-07-04,CMP-144,TikTok,26843.12,3355390,24977,503308
2020-07-05,CMP-144,TikTok,37255.74,4656967,35672,698545
2020-07-06,CMP-144,TikTok,34388.59,4298573,33626,644785
2020-07-07,CMP-144,TikTok,36987.93,4623491,32968,693523
2020-07-08,CMP-144,TikTok,23737.01,2967126,21837,445068
2020-07-09,CMP-144,TikTok,31794.2,3974274,27572,596141
2020-07-10,CMP-144,TikTok,29478.64,3684830,28299,552724
2020-07-11,CMP-144,TikTok,23716.36,2964544,24506,444681
2020-07-12,CMP-144,TikTok,39738.69,4967336,34202,745100
2020-07-13,CMP-144,TikTok,34187.02,4273377,36439,641006
2020-07-14,CMP-144,TikTok,30729.07,3841133,33200,576169
2020-07-15,CMP-144,TikTok,30562.38,3820297,30619,573044
2020-07-16,CMP-144,TikTok,22746.85,2843355,24491,426503
2020-07-17,CMP-144,TikTok,35418.01,4427251,28878,664087
2020-07-18,CMP-144,TikTok,29739.29,3717411,35437,557611
2020-07-19,CMP-144,TikTok,30756.23,3844528,30780,576679
2020-07-20,CMP-144,TikTok,40234.44,5029305,43731,754395
2020-07-21,CMP-144,TikTok,33882.09,4235261,37918,635289
2020-07-22,CMP-144,TikTok,39351.63,4918954,38673,737843
2020-07-23,CMP-144,TikTok,31809.69,3976211,30359,596431
2020-07-24,CMP-144,TikTok,41334.49,5166810,44594,775021
2020-07-25,CMP-144,TikTok,24216.84,3027105,27732,454065
2020-07-26,CMP-144,TikTok,31915.32,3989414,26409,598412
2020-07-27,CMP-144,TikTok,33255.25,4156906,32153,623535
2020-07-28,CMP-144,TikTok,39610.93,4951366,34920,742704
2020-07-29,CMP-144,TikTok,38617.28,4827160,39508,724074
2020-07-30,CMP-144,TikTok,23662.46,2957807,28128,443671
2020-07-31,CMP-144,TikTok,32536.39,4067049,29814,610057
2020-08-01,CMP-144,TikTok,31699.22,3962402,36236,594360
2020-08-02,CMP-144,TikTok,28511.93,3563991,25006,534598
2020-08-03,CMP-144,TikTok,25105.16,3138144,23075,470721
2020-08-04,CMP-144,TikTok,37717.95,4714744,37289,707211
2020-08-05,CMP-144,TikTok,27011.88,3376484,23405,506472
2020-08-06,CMP-144,TikTok,29051.07,3631384,34163,544707
2020-08-07,CMP-144,TikTok,29250.58,3656323,34961,548448
2020-08-08,CMP-144,TikTok,32005.81,4000725,27898,600108
2020-08-09,CMP-144,TikTok,39870.38,4983797,39238,747569
2020-08-10,CMP-144,TikTok,36354.39,4544298,43388,681644
2020-08-11,CMP-144,TikTok,23576.54,2947066,19773,442059
2020-08-12,CMP-144,TikTok,36563.36,4570420,33372,685563
2020-08-13,CMP-144,TikTok,26175.25,3271906,21352,490785
2023-01-17,CMP-145,YouTube,93306.67,5183703,22128,777555
2023-01-18,CMP-145,YouTube,78561.19,4364510,22746,654676
2023-01-19,CMP-145,YouTube,76668.82,4259378,17268,638906
2023-01-20,CMP-145,YouTube,93740.04,5207779,20940,781166
2023-01-21,CMP-145,YouTube,92701.22,5150067,29801,772510
2023-01-22,CMP-145,YouTube,76884.55,4271364,21660,640704
2023-01-23,CMP-145,YouTube,79006.43,4389245,20973,658386
2023-01-24,CMP-145,YouTube,98735.38,5485298,31748,822794
2023-01-25,CMP-145,YouTube,72220.86,4012269,20984,601840
2023-01-26,CMP-145,YouTube,100633.23,5590735,33120,838610
2023-01-27,CMP-145,YouTube,80543.42,4474634,21950,671195
2023-01-28,CMP-145,YouTube,69475.13,3859729,22840,578959
2023-01-29,CMP-145,YouTube,62943.7,3496872,18042,524530
2023-01-30,CMP-145,YouTube,69660.48,3870026,17639,580503
2023-01-31,CMP-145,YouTube,75544.84,4196935,25171,629540
2023-02-01,CMP-145,YouTube,58721.05,3262280,16823,489342
2023-02-02,CMP-145,YouTube,60048.0,3335999,14374,500399
2023-02-03,CMP-145,YouTube,77207.71,4289317,21536,643397
2023-02-04,CMP-145,YouTube,68518.5,3806583,17635,570987
2023-02-05,CMP-145,YouTube,60259.25,3347736,15421,502160
2023-02-06,CMP-145,YouTube,102539.16,5696619,33549,854492
2023-02-07,CMP-145,YouTube,72175.77,4009764,20617,601464
2023-02-08,CMP-145,YouTube,99801.08,5544504,22246,831675
2023-02-09,CMP-145,YouTube,95046.62,5280367,31136,792055
2023-02-10,CMP-145,YouTube,60468.76,3359375,14522,503906
2023-02-11,CMP-145,YouTube,102259.78,5681099,28832,852164
2023-02-12,CMP-145,YouTube,56761.35,3153408,14238,473011
2023-02-13,CMP-145,YouTube,77706.69,4317038,23250,647555
2023-02-14,CMP-145,YouTube,91320.26,5073347,30393,761002
2023-02-15,CMP-145,YouTube,69898.94,3883274,19713,582491
2023-02-16,CMP-145,YouTube,81714.57,4539698,21841,680954
2023-02-17,CMP-145,YouTube,64210.17,3567231,21242,535084
2023-02-18,CMP-145,YouTube,97095.92,5394217,26953,809132
2023-02-19,CMP-145,YouTube,85075.55,4726419,21053,708962
2023-02-20,CMP-145,YouTube,82217.52,4567640,24619,685146
2023-02-21,CMP-145,YouTube,80841.83,4491212,26860,673681
2023-02-22,CMP-145,YouTube,85464.72,4748039,22514,712205
2023-02-23,CMP-145,YouTube,93194.5,5177471,22475,776620
2023-02-24,CMP-145,YouTube,74561.73,4142318,19443,621347
2023-02-25,CMP-145,YouTube,76834.91,4268606,23748,640290
2023-02-26,CMP-145,YouTube,79352.02,4408445,24634,661266
2023-02-27,CMP-145,YouTube,83789.43,4654968,21804,698245
2023-02-28,CMP-145,YouTube,95012.74,5278485,23629,791772
2023-03-01,CMP-145,YouTube,66864.51,3714695,18606,557204
2023-03-02,CMP-145,YouTube,68617.36,3812075,15317,571811
2023-03-03,CMP-145,YouTube,87241.1,4846727,24341,727009
2023-03-04,CMP-145,YouTube,77493.95,4305219,25546,645782
2023-03-05,CMP-145,YouTube,83535.16,4640842,26577,696126
2023-03-06,CMP-145,YouTube,62782.0,3487888,17922,523183
2023-03-07,CMP-145,YouTube,97800.71,5433372,28069,815005
2023-03-08,CMP-145,YouTube,90592.22,5032900,23876,754935
2023-03-09,CMP-145,YouTube,60522.78,3362376,16528,504356
2023-03-10,CMP-145,YouTube,75040.65,4168925,23905,625338
2023-03-11,CMP-145,YouTube,67807.23,3767068,22351,565060
2023-03-12,CMP-145,YouTube,102134.41,5674134,25506,851120
2023-03-13,CMP-145,YouTube,72808.99,4044944,23424,606741
2023-03-14,CMP-145,YouTube,102542.22,5696790,27839,854518
2023-03-15,CMP-145,YouTube,71508.53,3972695,20070,595904
2023-03-16,CMP-145,YouTube,89138.41,4952133,22517,742819
2023-03-17,CMP-145,YouTube,91479.5,5082194,20853,762329
2023-03-18,CMP-145,YouTube,58448.42,3247134,15497,487070
2023-03-19,CMP-145,YouTube,73069.58,4059421,18800,608913
2023-03-20,CMP-145,YouTube,79681.12,4426729,20546,664009
2023-03-21,CMP-145,YouTube,65320.34,3628907,16761,544336
2023-03-22,CMP-145,YouTube,102940.32,5718906,27577,857835
2023-03-23,CMP-145,YouTube,77455.25,4303069,22174,645460
2023-03-24,CMP-145,YouTube,103345.85,5741435,25740,861215
2023-03-25,CMP-145,YouTube,88826.59,4934810,26805,740221
2023-03-26,CMP-145,YouTube,85271.62,4737312,19788,710596
2023-03-27,CMP-145,YouTube,88614.62,4923034,20323,738455
2023-03-28,CMP-145,YouTube,84734.14,4707451,25792,706117
2023-03-29,CMP-145,YouTube,66219.78,3678876,20907,551831
2023-03-30,CMP-145,YouTube,57537.98,3196554,18180,479483
2023-03-31,CMP-145,YouTube,78205.89,4344771,19269,651715
2023-04-01,CMP-145,YouTube,44649.54,2480529,14651,372079
2020-10-02,CMP-146,LinkedIn,39555.1,527401,1981,0
2020-10-03,CMP-146,LinkedIn,51752.19,690029,2809,0
2020-10-04,CMP-146,LinkedIn,37427.85,499037,1828,0
2020-10-05,CMP-146,LinkedIn,40703.69,542715,1922,0
2020-10-06,CMP-146,LinkedIn,45696.52,609286,2636,0
2020-10-07,CMP-146,LinkedIn,40086.83,534491,2023,0
2020-10-08,CMP-146,LinkedIn,45110.71,601476,2864,0
2020-10-09,CMP-146,LinkedIn,61437.99,819173,3670,0
2020-10-10,CMP-146,LinkedIn,40787.88,543838,1799,0
2020-10-11,CMP-146,LinkedIn,42967.13,572895,2077,0
2020-10-12,CMP-146,LinkedIn,48441.57,645887,2870,0
2020-10-13,CMP-146,LinkedIn,58647.69,781969,3559,0
2020-10-14,CMP-146,LinkedIn,44205.88,589411,2534,0
2020-10-15,CMP-146,LinkedIn,42849.26,571323,1883,0
2020-10-16,CMP-146,LinkedIn,54107.68,721435,2319,0
2020-10-17,CMP-146,LinkedIn,45639.7,608529,2267,0
2020-10-18,CMP-146,LinkedIn,53870.55,718273,3179,0
2020-10-19,CMP-146,LinkedIn,42596.15,567948,2554,0
2020-10-20,CMP-146,LinkedIn,42301.37,564018,2207,0
2020-10-21,CMP-146,LinkedIn,54844.86,731264,3150,0
2020-10-22,CMP-146,LinkedIn,62385.1,831801,2961,0
2020-10-23,CMP-146,LinkedIn,52971.0,706279,2949,0
2020-10-24,CMP-146,LinkedIn,60292.02,803893,2773,0
2020-10-25,CMP-146,LinkedIn,55562.52,740833,3044,0
2020-10-26,CMP-146,LinkedIn,41743.83,556584,2203,0
2020-10-27,CMP-146,LinkedIn,43455.79,579410,2391,0
2020-10-28,CMP-146,LinkedIn,59536.18,793815,3263,0
2020-10-29,CMP-146,LinkedIn,52084.89,694465,2798,0
2020-10-30,CMP-146,LinkedIn,35270.82,470277,1680,0
2020-10-31,CMP-146,LinkedIn,48038.31,640510,2367,0
2020-11-01,CMP-146,LinkedIn,46863.84,624851,2503,0
2020-11-02,CMP-146,LinkedIn,51765.81,690210,2493,0
2020-11-03,CMP-146,LinkedIn,56672.28,755630,2579,0
2020-11-04,CMP-146,LinkedIn,72789.97,970532,4453,0
2020-11-05,CMP-146,LinkedIn,65139.66,868528,2926,0
2020-11-06,CMP-146,LinkedIn,67511.88,900158,4044,0
2020-11-07,CMP-146,LinkedIn,67229.93,896399,3031,0
2020-11-08,CMP-146,LinkedIn,62925.37,839004,3804,0
2020-11-09,CMP-146,LinkedIn,60612.31,808164,3421,0
2020-11-10,CMP-146,LinkedIn,56476.89,753025,3046,0
2020-11-11,CMP-146,LinkedIn,41741.51,556553,2349,0
2020-11-12,CMP-146,LinkedIn,43377.41,578365,2253,0
2020-11-13,CMP-146,LinkedIn,50717.8,676237,2754,0
2020-11-14,CMP-146,LinkedIn,45183.56,602447,2594,0
2020-11-15,CMP-146,LinkedIn,68176.88,909025,3146,0
2020-11-16,CMP-146,LinkedIn,44172.09,588961,2021,0
2021-03-07,CMP-147,Google Ads,200432.03,8017281,197807,0
2021-03-08,CMP-147,Google Ads,150588.51,6023540,159597,0
2021-03-09,CMP-147,Google Ads,240617.67,9624706,272204,0
2021-03-10,CMP-147,Google Ads,212005.5,8480220,175988,0
2021-03-11,CMP-147,Google Ads,151260.84,6050433,123992,0
2021-03-12,CMP-147,Google Ads,168418.12,6736724,143873,0
2021-03-13,CMP-147,Google Ads,168721.91,6748876,160964,0
2021-03-14,CMP-147,Google Ads,249485.11,9979404,260499,0
2021-03-15,CMP-147,Google Ads,236712.07,9468482,256629,0
2021-03-16,CMP-147,Google Ads,151273.39,6050935,165548,0
2021-03-17,CMP-147,Google Ads,170501.8,6820072,179989,0
2021-03-18,CMP-147,Google Ads,178290.71,7131628,213782,0
2021-03-19,CMP-147,Google Ads,169136.22,6765448,154193,0
2021-03-20,CMP-147,Google Ads,248029.28,9921171,200868,0
2021-03-21,CMP-147,Google Ads,220358.64,8814345,240219,0
2021-03-22,CMP-147,Google Ads,236878.2,9475128,281831,0
2021-03-23,CMP-147,Google Ads,253342.62,10133704,209289,0
2021-03-24,CMP-147,Google Ads,235158.8,9406352,248921,0
2021-03-25,CMP-147,Google Ads,214522.93,8580917,182631,0
2021-03-26,CMP-147,Google Ads,214859.38,8594375,256325,0
2021-03-27,CMP-147,Google Ads,245799.66,9831986,239814,0
2021-03-28,CMP-147,Google Ads,142693.08,5707723,134833,0
2021-03-29,CMP-147,Google Ads,235697.0,9427879,254694,0
2021-03-30,CMP-147,Google Ads,192290.41,7691616,158070,0
2021-03-31,CMP-147,Google Ads,188453.03,7538121,186118,0
2021-04-01,CMP-147,Google Ads,176984.97,7079398,186972,0
2021-04-02,CMP-147,Google Ads,124874.75,4994989,126139,0
2021-04-03,CMP-147,Google Ads,104128.94,4165157,123812,0
2021-04-04,CMP-147,Google Ads,128963.72,5158548,127821,0
2021-04-05,CMP-147,Google Ads,128560.3,5142411,137945,0
2021-04-06,CMP-147,Google Ads,154488.44,6179537,167794,0
2021-04-07,CMP-147,Google Ads,121199.45,4847978,112263,0
2021-04-08,CMP-147,Google Ads,109129.26,4365170,115917,0
2021-04-09,CMP-147,Google Ads,101910.89,4076435,105892,0
2021-04-10,CMP-147,Google Ads,172013.05,6880522,198904,0
2021-04-11,CMP-147,Google Ads,136479.75,5459189,134258,0
2021-04-12,CMP-147,Google Ads,105050.84,4202033,112226,0
2021-04-13,CMP-147,Google Ads,167921.59,6716863,150770,0
2021-04-14,CMP-147,Google Ads,134136.79,5365471,152317,0
2021-04-15,CMP-147,Google Ads,172640.21,6905608,154905,0
2021-04-16,CMP-147,Google Ads,145056.31,5802252,127213,0
2021-04-17,CMP-147,Google Ads,107154.97,4286198,124776,0
2021-04-18,CMP-147,Google Ads,167858.07,6714322,185317,0
2021-04-19,CMP-147,Google Ads,102668.52,4106740,116784,0
2021-04-20,CMP-147,Google Ads,135551.1,5422044,127005,0
2021-04-21,CMP-147,Google Ads,144710.46,5788418,121056,0
2021-04-22,CMP-147,Google Ads,162463.69,6498547,167820,0
2021-04-23,CMP-147,Google Ads,114310.6,4572424,100055,0
2021-04-24,CMP-147,Google Ads,114112.82,4564512,93892,0
2021-04-25,CMP-147,Google Ads,148200.97,5928038,168376,0
2021-04-26,CMP-147,Google Ads,100027.28,4001091,81982,0
2021-04-27,CMP-147,Google Ads,146931.53,5877261,165709,0
2021-04-28,CMP-147,Google Ads,126149.07,5045962,118560,0
2021-04-29,CMP-147,Google Ads,148923.03,5956921,135473,0
2021-04-30,CMP-147,Google Ads,100796.83,4031873,110280,0
2021-05-01,CMP-147,Google Ads,151398.31,6055932,156288,0
2021-05-02,CMP-147,Google Ads,161199.8,6447992,172498,0
2021-05-03,CMP-147,Google Ads,115940.2,4637608,109098,0
2021-05-04,CMP-147,Google Ads,109201.81,4368072,93033,0
2021-05-05,CMP-147,Google Ads,155667.95,6226718,177996,0
2021-05-06,CMP-147,Google Ads,179871.93,7194877,189106,0
2021-05-07,CMP-147,Google Ads,114100.37,4564014,96102,0
2021-05-08,CMP-147,Google Ads,167211.32,6688452,172478,0
